pmid,title,abstract
40904852,Mauriac Syndrome in Sudanese Children: An Old Syndrome Still Existing in Resource-Limited Countries.,"<b>Objective:</b> Mauriac syndrome (MS) is a rare condition linked to inadequate glycemic control in type 1 diabetes mellitus (T1DM) and has also rarely been reported in patients with neonatal diabetes. MS manifests as growth failure, delayed puberty, cushingoid features, and hepatomegaly. The condition can be associated with complications like dyslipidemia, retinopathy, and nephropathy. The main objective of this study was to describe the magnitude of the condition, clinical features, management, and outcome of Sudanese children and adolescents with MS due to inadequate control of diabetes in our center. <b>Study Design and Methods:</b> This is a cross-sectional hospital-based study. All medical records of patients with MS were reviewed. Data, including demographics, clinical features, investigations, management, and outcome, were obtained. Patients were re-educated and management intensified then followed up. <b>Results:</b> Thirty-seven MS patients were enrolled in this study, with a male predominance of 59.5%. Neonatal diabetes was diagnosed in 5.4% of the patients, while others had T1DM. The median age at diagnosis of MS was 12 years. The diagnosis was based solely on clinical findings, including a history of prolonged unsatisfactory glycemic control, short stature, and hepatomegaly. Regarding the outcome, eight children (21.6%) were lost to follow-up, one patient died (2.7%), seven (18.9%) had a static condition, and those who showed improvement were 21 (56.8%). Signs of improvement were a decrease in liver size with or without an increase in growth velocity. Nephropathy was the most common associated complication; it was seen in 33.3% of our cohort. Some got it at a very young age. <b>Conclusions:</b> Despite many efforts that have been made to achieve better glycemic control in children with T1DM, MS still exists in our setting. Though liver biopsy is the gold standard for diagnosis, being invasive, the diagnosis could be made conservatively, based on clinical features and response to treatment. The condition can be reversed with good metabolic control."
40901687,Efficacy of N-acetylcysteine <i>vs</i> dexamethasone in preventing postembolization syndrome post-transarterial chemoembolization in hepatocellular carcinoma: A randomized controlled trial.,"Hepatocellular carcinoma (HCC) is a major health concern in Thailand, with most patients diagnosed at the intermediate stage. Transarterial chemoembolization (TACE) is the standard treatment; however, postembolization syndrome (PES) remains a common complication. Although both dexamethasone (DEXA) and N-acetylcysteine (NAC) have shown efficacy in reducing PES, no study has directly compared their effects. To compare the incidence of PES between DEXA and NAC in intermediate-stage HCC patients undergoing conventional TACE (cTACE). A randomized, double-blind, controlled trial was conducted at two tertiary hospitals in Thailand from November 2024 to April 2025. Eligible HCC patients (aged 18-70 years) were randomized (1:1) to receive either NAC (150 mg/kg/hour loading dose, followed by 50 mg/kg over 4 hours, then 6.25 mg/kg/ hour for 48 hours post-cTACE) or DEXA (8 mg IV 1 hour before cTACE). cTACE was performed by blinded interventional radiologists. The primary outcome was PES occurrence within 48 hours, assessed using South West Oncology Group toxicity coding and the Common Terminology Criteria for Adverse Events. The secondary outcomes were post-cTACE liver decompensation and the dynamic changes in the albumin-bilirubin (ALBI) score. A total of 56 intermediate-stage HCC patients were included (DEXA, <i>n</i> = 28; NAC, <i>n</i> = 28). Most had preserved liver function, with 92.9% classified as Child-Pugh A. The maximum tumor size was 6.2 cm, and 85.7% had multiple lesions. Additionally, 39 patients (69.6%) met the beyond up-to-7 criteria. Overall, 27 patients (48.2%) developed PES. After adjusting for confounding factors, the NAC group had a significantly lower incidence of PES than the DEXA group (32.1% <i>vs</i> 64.3%; adjusted odds ratio = 0.17, 95% confidence interval: 0.03-0.87, <i>P</i> = 0.033). Only two patients (3.6%) developed post-cTACE liver decompensation. Furthermore, 51.8% patients experienced worsening ALBI scores within 48 hours post-procedure; however, the rate of ALBI score worsening did not significantly differ between the groups. Compared with DEXA, NAC significantly reduces the incidence of PES, regardless of its impact on liver function recovery. Therefore, NAC is a preferable option for reducing PES in Barcelona Clinic Liver Cancer-B stage HCC patients with preserved liver function."
40880161,Behind the blur: Understanding interface fluid syndrome in post-LASIK patients.,"Refractive surgeries such as LASIK have markedly improved the correction of refractive errors and are widely performed globally. Despite their benefits, the long-term sequelae of these procedures, particularly postoperative complications like interface fluid syndrome (IFS), are not fully understood due to the relatively recent adoption and continuous evolution of these techniques. Accurate diagnosis and management of such complications are crucial to prevent irreversible vision loss. This video is designed to enhance the understanding and clinical skills of ophthalmologists regarding IFS, highlighting its potential as a rare but sight-threatening condition following myopic LASIK surgery. It aims to raise awareness about the nuances of diagnosing and managing IFS effectively. The featured video narrates the case of a post-LASIK patient who presents with defective vision attributed to IFS. It elaborates on the diagnostic journey, including the challenges encountered with conventional intraocular pressure (IOP) measurement tools and the critical role of advanced imaging techniques. The video further discusses treatment adjustments, such as the discontinuation of steroids and the administration of antiglaucoma medications, which markedly improved the patient's condition. • Discusses the differential diagnosis between IFS and diffuse lamellar keratitis (DLK). • Emphasizes the limitations of traditional IOP measurement tools post-LASIK and the need for alternative methods. • Outlines key clinical indicators of IFS, including increased central corneal thickness and peripheral corneal edema. • Recommends specific diagnostic techniques and management strategies to prevent long-term visual impairment. https://youtu.be/jOfgE6n_5T8."
40864242,[RS3PE syndrome-A rare facultative paraneoplasm].,"The remitting seronegative symmetric synovitis with pitting edema (RS3PE) syndrome is a rare inflammatory rheumatic disease of older adults, which can also be paraneoplastic. The main symptom is a rapidly progressing symmetric edematous swelling of both hands, sometimes also both feet, accompanied by (teno-)synovitis. Autoimmune serologies (rheumatic factor, antibodies against cyclic citrullinated peptides, antinuclear antibodies) typically remain negative. When a diagnosis of RS3PE is made, age-appropriate screening investigations for malignancies should be carried out. In addition, a comprehensive history should be taken and physical examination should be performed focusing on signs of neoplasia, followed by further investigations if necessary. The RS3PE syndrome typically shows an excellent response to treatment with glucocorticoids. A drug-free remission is frequently achieved but sometimes treatment with disease-modifying antirheumatic drugs (DMARDs) is necessary."
40855476,Effectiveness of transanal irrigation in low anterior resection syndrome.,"Low anterior resection syndrome (LARS) is a frequent issue leading to bowel dysfunction after anterior resection surgery. NICE guidelines state that there is limited research around the management of LARS. Transanal irrigation (TAI) is a suggested treatment by guidelines; however, there is limited research surrounding the effectiveness of this treatment. The aim of this prospective study was to evaluate the effectiveness of TAI in reducing LARS score post anterior resection surgery. Patients who were referred to the pelvic floor nurse specialist team between 2019 and 2023 with bowel dysfunction post anterior resection surgery were evaluated. Bowel dysfunction was assessed using the LARS scoring system during the first assessment and on discharge. These patients were offered TAI and trained to perform TAI. Patients with missing LARS scores and those who were not using TAI were excluded from the study. Of the total 37 patients who were referred and using TAI, 16 were excluded. In total, 21 patients were included (12 male, 9 female). At baseline, 33% of patients were recorded to have minor LARS, and 66% with major LARS. At discharge, there was a significant improvement in LARS score (80% of patients reported no LARS, 10% minor LARS and 10% major LARS). Overall, the LARS score at discharge was significantly lower among patients who underwent irrigation (mean 34.57 vs. 12.48, p = 0.0000000038). Our study shows the importance of TAI in the management of bowel dysfunction post anterior resection for rectal cancer, with more than two-third of patients' symptom improvement."
40856372,Explore the Overall Benefit Index and its correlation with item difficulty among dysphagia-related syndromes in the ICF framework.,"Individuals with dysphagia typically experience multiple co-occurring symptoms, whose interrelationships can vary in strength. The significance and impact of each symptom within dysphagia also differ. However, the intricate web of connections among these symptoms remains poorly understood, making it challenging to assess the importance of individual symptoms from a relational perspective. The aim of this study was to: 1) construct a correlation map that identifies the risk associations within dysphagia-related syndromes; and 2) rank syndromes according to the Overall Benefit Index (OBI) of a specific functional intervention, which varies in their impact on the overall functional status. This study has a cross-sectional design. The setting of this study was a tertiary hospital in Hunan Province, China. Population considered in this study included patients with non-esophageal dysphagia. Adopting convenience sampling, we recruited 150 patients with dysphagia to assess their health-related quality of life through the dysphagia-specific International Classification of Functioning, Disability and Health (ICF) Scale. A network structure of 50 second-level or third-level ICF categories was investigated by the Ising model. The Bayesian model was applied to determine the probability of the existence of the connection among ICF functional categories. The resulting network consisted of 50 nodes and 64 connections. 48 functional categories demonstrated a significant OBI, with ""d9102 Ceremonies"" (OBI=1.00) achieving the highest OBI. ""d9204 Hobbies"" (OBI=0.862), and ""d9205 Socializing"" (OBI=0.847) were another top two categories with the 2<sup>nd</sup> and 3<sup>rd</sup> highest OBI. There was a significant correlation between network parameters, OBI, and item difficulty. Specifically, item difficulty showed a positive correlation with OBI (P<0.001, rPearson=0.712), indicating that more challenging items tend to correspond with higher OBIs. The Ising model is a powerful tool that can assist rehabilitation clinicians in better understanding the complex functional network and guide specific rehabilitation interventions for patients with dysphagia. Cooperating the item difficulties from the Item Response Theory (IRT) into the OBI from the Ising model could guide individualized clinical decisions based on item difficulties and importance."
40854717,Unmasking metastatic lung cancer through orbital apex syndrome.,"A female patient in her sixth decade of life presented with a 7-day history of progressive diminution of vision and restricted ocular motility associated with fever, headache and vomiting. On general examination, she was febrile (temperature 100.4°F) and had enlarged submandibular lymph nodes, along with multiple nodules on the scalp and upper back. At baseline, ocular examination revealed visual acuity of 20/30 in the right eye and hand movements close to the face in the left eye. A relative afferent pupillary defect was noted in the left eye. The Hirschberg test revealed left esotropia (15°<sup>°</sup>) with an abduction deficit, suggestive of left sixth cranial nerve paresis. Fundus examination was unremarkable. A provisional diagnosis of left orbital apex syndrome (OAS) was made. A comprehensive work-up in neurology and dermatology was performed. Contrast-enhanced MRI of the brain and orbit suggested an asymmetrically enhancing lesion of the cavernous sinus, soft tissue involvement of the left orbital apex and a nodule involving the white matter of the left parietal lobe. Hormone analysis suggested a decreased level of thyroid-stimulating hormone, follicular-stimulating hormone and luteinising hormone. Fine needle aspiration cytology of a submandibular lymph node and nodules of the scalp and upper back was suggestive of metastatic mucin-secreting adenocarcinoma. Tumour marker analysis revealed raised CEA and CA 125. Further, a positron emission tomography scan revealed active lesions in the lungs with multiorgan spread, supporting the diagnosis of primary lung carcinoma with disseminated metastases manifesting as OAS. In view of the poor prognosis, the patient refused further treatment and succumbed to her condition 1 month following her diagnosis.This case highlights the importance of recognising subtle ocular signs, as they can be indicative of underlying life-threatening conditions. Early detection and thorough investigation of such symptoms are crucial, as they can lead to the identification of serious systemic diseases, such as metastatic cancer, that may otherwise be overlooked."
40850828,[Expert consensus on the diagnosis and treatment of low anterior resection syndrome (2025 edition)].,"Low anterior resection syndrome (LARS) is a common bowel dysfunction syndrome following sphincter-preserving surgery for rectal cancer, characterized by stool storage dysfunction and evacuatory dysfunction. It has become a critical factor adversely affecting patients' quality of life and long-term clinical outcomes. Currently, the pathogenic mechanisms of LARS remain incompletely elucidated, and high-quality evidence to guide clinical practice is still lacking. However, emerging evidence suggests that strategic optimization across the clinical management pathway-including precision oncology planning, surgical technique selection, multidimensional symptom profiling, proactive prevention protocols, and comprehensive symptom management-may effectively reduce LARS severity and improve survivorship outcomes. Given the absence of consensus guidelines for LARS management among clinicians across China, the Chinese Society of Coloproctology (Chinese Medical Doctor Association) organized domestic experts in relevant fields. Through systematic review of global research findings, integration of international expertise and guidelines, and adaptation to domestic clinical realities, we developed the ""Chinese Expert Consensus on the Diagnosis and Treatment of Low Anterior Resection Syndrome (2025 Edition)"". This consensus elaborates on key aspects including the definition, clinical manifestations, risk factors, pathophysiological mechanisms, symptom assessment, treatment modalities, and prevention strategies for LARS, aiming to standardize the diagnosis and management of LARS in China."
40848987,Phenotypes and follow-up of chronic cow's milk food protein-induced enterocolitis syndrome: A 16-year prospective observational study.,"Chronic food protein-induced enterocolitis syndrome (cFPIES) is less well characterized than the acute form; the clinical features for defining the different clinical phenotypes have not been identified, and data on follow-up are lacking. To describe a population of infants with cow's milk cFPIES (CM-cFPIES), providing a definition of clinical phenotypes and their evolution between the onset and our observation and the natural history over time. A prospective observational study was conducted on all the patients with oral food challenge-diagnosed CM-cFPIES between January 2008 and January 2024. Descriptive analysis is reported. A total of 39 patients were included. Neonatal onset was observed in 48.7%. We characterized and identified the following 3 clinical phenotypes: Severe from the very beginning (16/39, 41%), including 11 newborns; 86% of exclusively breastfed patients were part of this group. Mild (17/39, 43.6%) or moderate (6/39, 15.4%) at the onset, remaining stable over time (n = 8) or with progressive worsening (n = 15) until a severe form. The most prevalent symptom was intermittent vomiting, followed by diarrhea. Bloody stools were almost exclusively reported in newborns. Leukocytosis, neutrophilia, and metabolic acidosis were the most frequently observed laboratory features; eosinophil levels were significantly higher in newborns. Imaging was not specific and was misleading in some cases. Atypical CM-cFPIES was observed in 30.7% of patients; multiple FPIES was developed by 28.2%. Overall, 92% outgrew CM-cFPIES. Clinical suspicion of CM-cFPIES is difficult due to different phenotypes. Neonatal CM-cFPIES presents clinical and laboratory features that are partly different from those of the infant form. Exclusive breastfeeding might not be a protective factor. CM-cFPIES resolves in most children."
40837109,The Dual Threat Combined Pulmonary Fibrosis and Emphysema (CPFE): Two Cases.,"Emphysema is common in fibrotic interstitial lung diseases, and its combination with pulmonary fibrosis is known as ""Combined Pulmonary Fibrosis and Emphysema (CPFE) syndrome"". The diagnosis of CPFE significantly impacts treatment strategies and prognosis. In this article, we report the clinical, imaging, and especially the pathological features of two CPFE patients. <b>Case 1</b>: A 51-year-old male patient with a history of smoking. CT scans revealed interstitial lung disease combined with pulmonary bullae. Pathology showed extensive deposition of mononuclear cells in the alveolar spaces, with some cells phagocytosing pigment. Mild fibrous tissue hyperplasia was present in the lung interstitium, along with chronic inflammation and lymphoid nodule formation. The histological findings were consistent with desquamative interstitial pneumonia (DIP), and the clinical, imaging, and pathological correlation confirmed a diagnosis of CPFE. <b>Case 2</b>: A 58-year-old male, a driver with a history of dust exposure and smoking, was admitted due to chest tightness and a cough for 2 years. Chest CT revealed interstitial changes, emphysema, and bullae in both lungs. Histopathology showed fibrous widening of alveolar septa, mild chronic inflammation, and dust cell deposition, along with emphysematous changes and bulla formation, consistent with CPFE. The purpose of this report is to increase pathologists' awareness of this complex disease and emphasize the importance of multidisciplinary cooperation in the diagnosis and treatment of CPFE. Furthermore, this article encourages further research into CPFE."
40831349,Update in new-onset refractory status epilepticus and febrile infection-related epilepsy syndrome.,"New-onset refractory status epileptics (NORSE) and a subset, febrile infection-related epilepsy syndrome (FIRES), are rare clinical presentations with rapid onset, cryptogenic etiology, unpredictable course, and long-standing neurologic sequalae. International consensus recommendations were published in 2022 to aid in diagnosis, treatment, and research of NORSE/FIRES. Subsequently, there have been advances in understanding both the pathophysiology and the efficacy of immunotherapies. There is growing evidence of immune dysregulation in NORSE/FIRES. Cytokine/chemokine profiles may serve as biomarkers to guide diagnosis and management. The treatment landscape for NORSE/FIRES is evolving, with increasing use of second-line immunotherapies such as anakinra and tocilizumab. Intrathecal dexamethasone is an emerging treatment. Additionally, studies are investigating more targeted immunotherapies based on immunologic profiles. Despite treatment, outcomes remain poor, with high morbidity and mortality. Neurologic sequalae includes intractable epilepsy, functional impairment, mood disorders, and behavioral disturbances. Many patients report poor quality of life. NORSE/FIRES is a severe neurologic entity. Research is underway to determine pathogenesis, develop biomarkers, and provide more targeted immunotherapies with hopes of improving patient outcomes."
40826198,Long-term outcomes of transanal irrigation in patients with low anterior resection syndrome: what happens after more than five years?,"Low anterior resection syndrome (LARS) significantly impacts quality of life after rectal cancer surgery. Transanal irrigation (TAI) is a potential treatment, but long-term outcome data are limited. This study aims to evaluate the efficacy and safety of TAI in LARS patients after more than 5 years of follow-up. From April 2015 to December 2019, consecutive patients with LARS following low anterior resection for rectal cancer, trained in TAI at Careggi University Hospital, were prospectively collected. Patients with LARS scores > 30 or those failing conservative management were included. TAI was performed using the Peristeen® device, with a standard protocol of 400-600 ml irrigation 3-4 times/week. Primary outcomes were maintenance of TAI benefits and patient satisfaction (VAS). After an appropriate training and evaluation period, 35 patients were referred to TAI. While interruptions in the first year were mainly related to technical problems, ineffectiveness, or the onset of other clinical problems, afterward, patients tended to discontinue treatment only in the event of death (6 patients) or clinical well-being (5 patients). At the last follow-up control, with a median follow-up of 89 months, 15 patients (43%) still used TAI treatment. The median VAS satisfaction score for bowel control was 8.2. TAI demonstrates sustained benefits in LARS patients over 5 years, with significant symptom improvement and high patient satisfaction. Further studies are needed to identify predictors of long-term success."
40825813,Improvement in functional and mental outcomes after resection rectopexy for obstructive defecation syndrome ODS.,"Obstructive defecation syndrome (ODS) is a condition that causes straining and may require manual evacuation and patients' thoughts circle around defecation impairing their quality of life. Mental comorbidity-related findings suggest a mental burden in ODS patients. In an observational cohort design, this study investigated the relationship between the mental distress and their clinical symptom severity for a group of patients with ODS who underwent surgical treatment. This study included 108 consecutive patients with ODS who were scheduled for laparoscopic resection rectopexy combined with pelvic floor repair, if indicated. Clinical symptom severity (Altomare score, rectal toxicity score, and Wexner incontinence score) and mental health scores (Generalized Anxiety Disorder-7 [GAD-7] and Personal Health Questionnaire-9 [PHQ-9]) were assessed before and 6 months after surgery. Before surgery, 82.5% of patients had at least mild depressive symptoms (PHQ-9 score ≥ 5), and 55.6% of patients had at least mild anxiety (GAD-7 score ≥ 5). The severity of the mental health scores correlated with the clinical symptom severity. At the 6-month follow-up, the bowel function scores improved significantly. Depression symptoms improved, whereas only slight changes in anxiety symptoms were observed. The improvement in clinical symptom severity correlated with better mental score results, whereas the severity of the preoperative mental distress did not influence the surgical or follow-up outcomes. Patients with obstructive defecation syndrome (ODS) experience significant depression and anxiety that adversely affect their quality of life. Surgical improvement of bowel function reduces depressive symptoms and, to a lesser extent, anxiety symptoms. Early multidisciplinary intervention should be considered for effective management. Future studies should further investigate mental distress caused by ODS symptoms or other underlying psychiatric comorbidities."
40815249,Signs of Systemic Illness in the Hand.,"Many systemic illnesses have characteristic signs that are apparent in the hand. Although these findings themselves may be subtle or benign, the potential underlying illnesses can have considerable and detrimental effects to the patient involved if left untreated. It is important for hand surgeons to be able recognize these signs, understand the associated conditions, and refer the patients to the appropriate specialty provider for work-up and treatment to manage the consequences of the systemic illness. The purpose of this review is to provide an update on notable clinical signs in the hand that could indicate an untreated systemic condition that all hand surgeons should be cognizant of to ensure early referral for treatment and improve the health of our patients."
40813713,Clinical efficacy of acupoint application therapy combined with Kangyou Decoction in treating Helicobacter pylori infection with damp-heat syndrome of the middle Jiao.,"This study evaluated the clinical efficacy and safety of acupoint application of traditional Chinese medicine (TCM) combined with Kangyou Decoction in patients with Helicobacter pylori (Hp) infection presenting with damp-heat syndrome obstructing the middle jiao. A total of 416 patients with Hp infection and TCM-defined damp-heat syndrome of the middle jiao were enrolled and randomly assigned to a treatment group (n = 208) or a control group (n = 208). The control group received standard bismuth-containing quadruple therapy, while the treatment group received acupoint application of TCM combined with oral administration of Kangyou Decoction. Both groups underwent treatment for two weeks. Outcomes included Hp eradication rates, changes in TCM syndrome scores pre- and post-treatment, and the incidence of adverse reactions. Following two weeks of therapy, no statistically significant difference in Hp eradication rates was observed between the two groups (p > 0.05). Both groups demonstrated significant improvement in TCM syndrome scores (p < 0.05), with the treatment group showing a greater reduction compared to the control group (p < 0.05). The total effective rate in the treatment group was higher than that in the control group. Incidences of adverse reactions did not differ significantly between the groups (p > 0.05). Acupoint application combined with Kangyou Decoction yielded comparable Hp eradication outcomes to bismuth quadruple therapy in patients with damp-heat syndrome of the middle jiao. The combined therapy demonstrated greater improvement in clinical symptoms with a favorable safety profile, supporting its potential for clinical application."
40812940,Catatonia and Cotard's Syndrome in a Patient With Systemic Lupus Erythematosus: A Case Report.,"Systemic lupus erythematosus (SLE) is an autoimmune disease with multiorgan involvement, being the development of neuropsychiatric (NP) symptoms variable, in which the presentation of catatonia and Cotard syndrome (CoS) is rare. We report the case of a 29-year-old woman who was diagnosed with SLE in 2018 based on the presence of articular, serosal and, hematological manifestations and immunological abnormalities. During her hospitalization, inappropriate behaviors including repetitive and incoherent speech, visual and olfactory hallucinations developed, so NP involvement was considered, and quetiapine and methylprednisolone pulses were administered with good response. The patient was discharged to the care of her family, being stuporous, bradypsychic, with thought blockages and nihilistic delusions; in consequence, she was diagnosed with Cotard syndrome (CoS). Moreover, she presented symptoms of catatonia including mutism, catalepsy and rigidity. Treatment consisted of diazepam, aripiprazole 30mg/day, fluoxetine 20mg/day and prednisone 60mg/day. Catatonia can be a manifestation of NPSLE in active SLE. Catatonic symptoms and CoS in NPSLE have never been described. This is the first report of a SLE patient exhibiting CoS and catatonia."
40811515,Effectiveness of physical therapy for locomotive syndrome: A systematic review and meta-analysis protocol.,"Locomotive syndrome, characterized by impaired mobility owing to musculoskeletal disorders, poses a significant public health challenge, especially in aging populations. Locomotive syndrome limits physical activity, increases fall risk, leads to dependency, and diminishes quality of life. Effective interventions are urgently required. This systematic review and meta-analysis aims to evaluate the effectiveness of physical therapy in improving the symptoms of locomotive syndrome. A systematic evaluation of its effectiveness compared with other interventions is crucial for informing clinical practice and policy decisions. This systematic review and meta-analysis will follow the PRISMA-P guidelines. Studies involving individuals diagnosed with locomotive syndrome, without restrictions on age, sex, or location, will be included. The reviewed interventions will include exercise programs, manual therapy, neuromuscular stimulation, and balance training, which will be compared with the absence of interventions or alternative therapies. The primary outcomes will include improvements in functional mobility and physical performance, symptom reduction, and the progression of locomotive syndrome. Secondary outcomes will include adherence to therapy, safety, quality of life, and psychological well-being. Randomized controlled and non-randomized controlled trials published in peer-reviewed journals will be searched in PubMed, CENTRAL, CINAHL, PEDro, Ichushi Web, and the Thai-Journal Citation Index Center, without language restrictions. Independent reviewers will perform data extraction and assess the risk of bias. A meta-analysis will be conducted using RevMan 5.4 software, with subgroup analyses to address heterogeneity. The Grading of Recommendations Assessment, Development and Evaluation (GRADE) approach will be used to evaluate the certainty of evidence. This review aims to provide robust evidence on the effectiveness of physical therapy in managing locomotive syndrome and to potentially guide clinical practice and healthcare policy decisions."
40810787,"Protocol to improve quality of life, functionality, and exercise capacity in patients with axillary web syndrome after breast cancer: a randomized clinical trial.","To improve functionality, quality of life, and exercise capacity in women who underwent breast cancer surgery and suffered axillary web syndrome (AWS) as a sequela. Prospective, randomized, single-blind clinical trial. Single-center study. Forty-six post-breast cancer surgery patients with AWS had restricted functionality, quality of life, and exercise capacity. Stretching combined with manual therapy and scar massage to release adhesion and lymphatic cord during 15 physiotherapy sessions of 30-40 min each. Functionality was evaluated with DASH and Constant Scale, exercise capacity with IPAQ, and quality of life with EORTC QLQ-BR23. Participants were allocated to either intervention or control group using the Excel randomization tool. Blinding of the therapist was not possible due to the study's nature. Twenty-five patients were assigned to the intervention group and twenty-three to the control group, becoming twenty-four and twenty-two, respectively, for analysis. Significant differences were detected in functionality and quality of life. The intervention effect varied over time with a 95% confidence interval (alpha 0.05) and a statistical power of 90% (beta 0.1). Comparisons between groups showed significant differences in favor of the intervention group at 30, 60, and 90 days of follow-up. Stretching combined with scar massage and manipulative tissue release techniques improved functionality and quality of life in AWS patients. This physiotherapy technique could be considered the treatment of choice for this surgical sequela. gov Registry (NCT05115799) on June 10, 2021, and the approval of the Andalucía Ethics Committee (PEIBA code 1909-N1-21, reg. number 171.21)."
40797424,Retrospective analysis of the efficacy of syndrome differentiation-based nursing in pediatric upper respiratory tract infections.,"This study aims to evaluate the impact of personalized nursing based on the syndrome differentiation-based nursing model on clinical symptoms, treatment outcomes, hospital stay duration, and parental satisfaction in pediatric patients with upper respiratory tract infections (URTI). A retrospective cohort design was employed, including 100 children hospitalized for URTI in the pediatric department of our hospital between January 2023 and June 2024. Patients were divided into an observation group (receiving individualized nursing based on the syndrome differentiation model) and a control group (receiving routine nursing care). The results revealed that the observation group had significantly shorter recovery times for fever, cough, appetite, mental state, and hospital stays compared to the control group (P < .05). No significant differences were observed between the 2 groups in terms of complication rates or symptom relief (P > .05). Parental satisfaction was significantly higher in the observation group than in the control group (P < .05). The study suggests that personalized nursing based on the syndrome differentiation model effectively improves clinical symptom recovery, shortens hospital stays, and enhances parental satisfaction, showing promising clinical potential for widespread application in pediatric URTI care."
40797400,Fat embolism syndrome: Never give up - A case report and literature review.,"Fat embolism syndrome (FES) is a complex syndrome with high in-hospital mortality and the diagnosis and treatment of FES remain challenging. In this article, we present a case report as well as a comprehensive review of trauma-related cases to enhance the understanding of FES. An 18-year-old young man developed a fever, tachycardia, and dyspnea about 58 hours after the trauma. Chest computed tomography (CT) scan revealed blizzard-like changes on lung window obviously different from the initial chest CT. The patient's medical history, clinical manifestations, and auxiliary examination results, especially the bronchoalveolar lavage fluid confirmed the diagnosis. Chest CT scan demonstrated a significant absorption of the original lesions after the completion of methylprednisolone therapy for 3 days. The patient was successfully discharged from the hospital without any complication. When sudden dyspnea or altered consciousness arises, the possibility of FES should be taken into account. The bronchoalveolar lavage fluid can be helpful in diagnosing and assessing the severity of pulmonary embolism. Methylprednisolone can be employed in the treatment of FES while the complications should be considered."
40790551,Efficacy of prophylactic dexamethasone in reducing post-embolization syndrome following transcatheter arterial chemoembolization for hepatocellular carcinoma: a systematic review and meta-analysis.,"Transcatheter arterial chemoembolization (TACE) is a fundamental treatment for unresectable hepatocellular carcinoma despite its tendency to induce postembolization syndrome (PES), which can negatively impact the quality of life and treatment outcomes of patients. This study aimed to evaluate the efficacy of prophylactic dexamethasone in reducing PES following TACE. A thorough search across major databases was conducted to identify studies investigating the prophylactic use of dexamethasone in preventing and reducing PES. Efficacy was evaluated via a meta-analysis utilizing a random-effects model to determine the risk ratio (RR) and 95% confidence intervals (CIs), focusing on PES symptoms, including abdominal pain, fever, nausea, and vomiting. Among 406 meticulously reviewed studies, 5, encompassing a patient cohort of 400 individuals, were included in the final analysis. The results revealed a significant reduction in the overall incidence of abdominal pain (RR = 0.61; 95% CI: 0.51-0.75; P < 0.001), fever (RR = 0.46; 95% CI: 0.35-0.60; P < 0.001), and nausea and vomiting (RR = 0.57; 95% CI: 0.43-0.76; P < 0.001) using dexamethasone prophylactically. This meta-analysis suggested that the prophylactic administration of dexamethasone effectively prevents and reduces PES, significantly reducing the incidence of key symptoms, including abdominal pain, fever, nausea, and vomiting."
40789702,Surgical treatment for postpneumonectomy syndrome.,"Postpneumonectomy syndrome (PPS) is a rare complication after pneumonectomy characterised by severe mediastinal shift leading to airway compression and respiratory distress. We present a case of a woman in her mid-40s who developed PPS following a right pneumonectomy for bronchial mucoepidermoid carcinoma. Surgical treatment of PPS had not previously been performed in Denmark by Danish surgeons, which is why we consulted with a British surgeon. The surgery was performed in Denmark.The procedure resulted in immediate respiratory improvement, and the patient was discharged 22 days postoperatively. Follow-up demonstrated sustained airway patency and no signs of cancer recurrence. This case highlights the feasibility and effectiveness of surgical management of PPS in centres with limited prior experience and supports mediastinal repositioning with prosthetic implants as a viable treatment option in severe cases."
40784825,Catastrophic Outcome of Suspected Seventh-Day Syndrome After Liver Transplantation: Case Report and Literature Review.,"Seventh-Day Syndrome (7DS) is one of the early serious complications after liver transplantation (LT) with rapid deterioration and high mortality. The pathogenesis of such rare cases has not been clarified and effective intervention measures are lacking. This study describes the entire diagnosis and treatment process of a highly suspected 7DS patient, who ultimately died due to liver failure. In the rapidly developing information age of technology, we recommend exploring potential independent risk factors and establishing effective warning models based on clinical information to assist in clinical decision-making. A 52-year-old patient with a recurrence of liver malignancy underwent LT after matching the liver source. The postoperative pathological results confirmed HCC and cirrhosis. Previous treatment history, test and examination results, surgical procedure, and postoperative treatments were evaluated comprehensively. The patient initially recovered smoothly after surgery, but developed a fever on postoperative day 6. Subsequently, liver enzyme levels sharply increased, and anti-immune rejection therapy was ineffective. Ultrasound examination showed a significant decrease in portal vein velocity or even no blood flow signal. These were consistent with previously reported clinical manifestations and also conformed to the currently proposed mechanisms of immune damage and ischemic injury theory. Treatment of the 7DS included steroid pulse therapy, thymoglobulin, intravenous immunoglobulin, and plasma exchange therapy. Unfortunately, with the rapid and irreversible damage to the graft function leading to liver failure, the patient ultimately died due to no chance of retransplantation. 7DS is a rare and highly lethal early serious complication after LT. Due to the unclear pathogenesis, rapid disease progression, and differences in cases, it presents significant challenges for prevention, diagnosis, and treatment. Utilizing big data analysis technology to identify potential risk factors and develop a warning system for the diagnosis and treatment of 7DS may enhance clinical decision-making in the future."
